,Family_History_Treatment,Imm_reason_text,Immigration-Treatmen,Partisan priming,Coerced,Family1_vs_NoFamily0,Slavery1_vs_NoSlavery0,Negative-1_Neutral0_Positive1,Native1_vs_NoNative0,Nonsense
621,0,Provide labor,My grandparents' generation,0,0,0,0,0,0,0
625,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
629,0,to find a better life after the devastation of World War II,My parents' generation,0,0,0,0,1,0,0
630,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
631,0,religon,My generation,0,0,0,0,0,0,0
635,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
637,0,IN INDIA SOME PEOPLE THERE IS NO REGLIOUS FREEDOM,My parents' generation,0,0,0,0,-1,0,0
639,0,ꌃꌃꌃ,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,1
640,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
646,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
648,0,part of the freedom movement from England,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
651,0,Slavery,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
656,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
657,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
658,0,To make a better life,My great-grandparents' generation,0,0,0,0,1,0,0
659,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
660,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
663,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
665,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
666,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
670,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
671,0,They were born here,My generation,0,0,1,0,0,1,0
673,0,The members of my ancestor that aren't Native Americans came to the US to escape the horrible treatment they were being subjected to in their home countries.,My great-great-grandparents' generation or earlier,0,0,1,0,-1,1,0
675,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
678,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
683,0,to have a better life and opportunities,My parents' generation,0,0,0,0,1,0,0
684,0,because they where salves we were not given anything but hard times the government give not give black people nothing and still do not care and you want us to care about other people and we still do not get respect as people,My great-great-grandparents' generation or earlier,0,0,1,1,-1,0,0
685,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
688,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
689,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
692,0,All my family has always lived in the United States none of my relatives are foreigners,My great-great-grandparents' generation or earlier,0,0,1,0,0,1,0
693,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
696,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
697,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
698,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
700,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
704,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
705,0,Work,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,0
706,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
707,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
708,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
710,0,for a better life,My grandparents' generation,0,0,0,0,1,0,0
711,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
713,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
714,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
719,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
721,0,adventure,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
727,0,"Because they are Christians from Europe, because they are Irish, because they profess the same values as most Americans.",My great-grandparents' generation,0,0,1,0,0,0,0
730,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
733,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
737,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
738,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
739,0,Great grandfather immigrated,My grandparents' generation,0,0,1,0,0,0,0
741,0,To find work.,My parents' generation,0,0,0,0,0,0,0
746,0,My family came to the US to escape religious persecution.,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
747,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
748,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
750,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
751,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
752,0,my mother came in the 1950's.  Her father was an American citizen who served in our military,My parents' generation,0,0,1,0,0,0,0
753,0,to escape communism,My parents' generation,0,0,0,0,-1,0,0
754,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
755,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
761,0,My family came to the US to have a better life financially.,My grandparents' generation,0,0,1,0,1,0,0
764,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
765,0,To find employment as the economies in their home countries were depressed.,My grandparents' generation,0,0,0,0,1,0,0
766,0,germany,My grandparents' generation,0,0,0,0,0,0,0
768,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
769,0,to escape country at war over religion,My grandparents' generation,0,0,0,0,-1,0,0
771,0,My father's parents came here to escape the damage caused to their country and livelihoods by war.,My grandparents' generation,0,0,1,0,-1,0,0
775,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
776,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
777,0,WW!!,My grandparents' generation,0,0,0,0,-1,0,0
778,0,opportunities available to them,My grandparents' generation,0,0,0,0,1,0,0
780,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
782,0,To have a better life,My grandparents' generation,0,0,0,0,1,0,0
786,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
790,0,to run from the nazies,My parents' generation,0,0,1,0,-1,0,0
791,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
792,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
795,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
797,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
798,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
801,0,To seek a better life for their family by pursuing the American Dream.,My great-grandparents' generation,0,0,1,0,1,0,0
803,0,to escape religious persecution in Russia,My grandparents' generation,0,0,1,0,-1,0,0
807,0,Better life,My great-grandparents' generation,0,0,0,0,1,0,0
809,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
810,0,To leave unrest in the country of their origin.,My grandparents' generation,0,0,0,0,-1,0,0
813,0,"Free land in the midwest, and economic opportunity.",My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
817,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
820,0,the potatoe famine caused many irish to immigrate plus lands were being taken from them by (I can't remember what my granddad told me as a child but either the english or the british were taking the land and making the Irish leave.  many of them sold all they had and bought tickets to come over or they signed papers to come and work for people already over her for so many years to earn their passage.,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
821,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
823,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
824,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
825,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
828,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
830,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
831,0,NA,My generation,na,na,NA,NA,NA,NA,NA
832,0,To seek a better life than what they had in Ireland.,My great-grandparents' generation,0,0,1,0,1,0,0
834,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
837,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
839,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
844,0,Jews in Russia were persecuted.  My grandparents escaped to the US to have a better life and provide a better life for their children.,My grandparents' generation,0,0,1,0,1,0,0
848,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
850,0,To seek a better life,My grandparents' generation,0,0,0,0,1,0,0
851,0,to avoid World War 1 problems,My grandparents' generation,0,0,0,0,1,0,0
854,0,My grandparents all came to the United States from different areas of Canada seeking a better life with higher wages and opportunities.,My grandparents' generation,0,0,1,0,1,0,0
856,0,the opportunity for prosperity,My generation,0,0,0,0,1,0,0
857,0,NA,My generation,na,na,NA,NA,NA,NA,NA
858,0,"My family came to the US for opportunity in jobs, lifestyle, and family.",My parents' generation,0,0,1,0,1,0,0
860,0,Fled their country when russia invad,My grandparents' generation,0,0,0,0,-1,0,0
861,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
862,0,They came for a better life,My grandparents' generation,0,0,0,0,1,0,0
863,0,"Mostly for better economic opportunity, and a portion to escape famine.",My great-grandparents' generation,0,0,0,0,1,0,0
865,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
866,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
869,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
870,0,Because my dad didn't want my mum near her family.,My generation,0,0,1,0,0,0,0
872,0,NA,NA,na,na,NA,NA,NA,NA,NA
873,0,muslims in syria persecting catholics,My grandparents' generation,0,0,1,0,-1,0,0
876,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
877,0,They left Italy for a better life and opportunity in America during the years 1900-1925.,My parents' generation,0,0,1,0,1,0,0
883,0,Wanted a better life for their children.,My parents' generation,0,0,0,0,1,0,0
884,0,Slavery,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
885,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
892,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
894,0,we wanted to study here and better ourselves,My generation,0,0,0,0,1,0,0
896,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
897,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
898,0,A perosn who has fled thei land of birth ddue to reasons ousit their controll.,My grandparents' generation,0,0,0,0,0,0,0
902,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
903,0,They were born here,My great-grandparents' generation,0,0,1,0,0,1,0
904,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
908,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
909,0,better life,My grandparents' generation,0,0,0,0,1,0,0
911,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
913,0,Both my grandparents were orphans and they were adopted,My parents' generation,0,0,1,0,0,0,0
914,0,more opportunities,My generation,0,0,0,0,1,0,0
915,0,Presbyterian missionaries from Switzerland,My great-great-grandparents' generation or earlier,0,0,1,0,0,0,0
916,0,They came to America to seek a better way of living,My grandparents' generation,0,0,0,0,1,0,0
917,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
918,0,To escape the rise of Hitler,My grandparents' generation,0,0,1,0,-1,0,0
921,0,"They came for a better life, where they were from there was unemployment and no chance for prospering.  They wanted a better life for their children and family.",My grandparents' generation,0,0,1,0,1,0,0
927,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
928,0,Better life,My generation,0,0,0,0,1,0,0
929,0,Married to an American,My generation,0,0,1,0,0,0,0
930,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
932,0,For a better life,My grandparents' generation,0,0,0,0,1,0,0
933,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
934,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
940,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
941,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
943,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
944,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
945,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
946,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
949,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
950,0,My Fathers family fled Europe because of starvation and my Mother came to America as a WWII war bride to marry my Father.,My grandparents' generation,0,0,1,0,0,0,0
951,0,to get the freedom they want but came here the legal way,My grandparents' generation,1,0,1,0,1,0,0
953,0,NA,My generation,na,na,NA,NA,NA,NA,NA
954,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
955,0,Fleeing communism,My grandparents' generation,0,0,0,0,-1,0,0
957,0,To find work and make a better life for their families,My great-grandparents' generation,0,0,1,0,1,0,0
958,0,to have better education,My grandparents' generation,0,0,0,0,1,0,0
959,0,"My husband had a job opportunity in the medical field in the US. We made the decision to move here from Canada after going through much paperwork & expenses both in Canada and after arriving in the US. Visas, spousal visas, work permits, Permanent residency applications all the way to Naturalization.",My generation,0,0,1,0,0,0,0
960,0,The threat of violence due to their religious practice.,My grandparents' generation,0,0,0,0,-1,0,0
961,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
966,0,to escape the war,My grandparents' generation,0,0,0,0,-1,0,0
971,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
973,0,To escape poverty in Eastern Europe,My great-grandparents' generation,0,0,0,0,1,0,0
974,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
976,0,NA,NA,na,na,NA,NA,NA,NA,NA
977,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
980,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
982,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
983,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
985,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
989,0,united states is very nice,My generation,0,0,0,0,1,0,0
991,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
995,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
998,0,for a better life,My great-grandparents' generation,0,0,0,0,1,0,0
1000,0,good to go,My generation,0,0,0,0,0,0,0
1003,0,My grandparents (only on my father's side) wanted more opportunity to earn more money.,My parents' generation,0,0,1,0,1,0,0
1004,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1005,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
1007,0,To have a better life,My grandparents' generation,0,0,0,0,1,0,0
1010,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1015,0,For better economic opportunities,My parents' generation,0,0,0,0,1,0,0
1018,0,To find a better life in a safer country,My great-grandparents' generation,0,0,0,0,1,0,0
1021,0,for a better life in the united states,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
1022,0,To improve their lot in life,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
1024,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
1028,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
1029,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1030,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1031,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1032,0,They came to America for better opportunities and education for their children,My great-grandparents' generation,0,0,0,0,1,0,0
1033,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1034,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1036,0,WRETW4E W4T W3T4R W3TWRT ERGSRFGW ERTW 4TR,My generation,0,0,0,0,0,0,1
